National,Bot_Not,meanday,varday,sdday,freq
0,Bot,21.27452195675701,69.44403059655303,8.333308502422854,0.04988694229544221
0,Genuine,405.18019701086956,33732.64885244197,183.66450079545032,0.9501130577045579
1,Bot,1654.8401551177535,76903.28598738366,277.31441720073565,0.06340644826895132
1,Genuine,24444.085116621376,34535153.611529425,5876.661774471067,0.9365935517310487
