National,Bot_Not,meanday,varday,sdday,freq
0,Bot,18.62252331002331,267.6287887035265,16.359363945567274,0.028843496511730828
0,Genuine,627.0177617521367,270312.39442707435,519.9157570482687,0.9711565034882691
1,Bot,1093.251736111111,208095.4411616788,456.17479233477906,0.08055010826480125
1,Genuine,12479.066907051281,21367841.089879885,4622.536218341603,0.9194498917351988
